example_id                                                                                     | status | run_time        |
---------------------------------------------------------------------------------------------- | ------ | --------------- |
./spec/controllers/accounts_permissions_and_training_requests_controller_spec.rb[1:1:1]        | passed | 0.05191 seconds |
./spec/controllers/accounts_permissions_and_training_requests_controller_spec.rb[1:1:2]        | passed | 0.02783 seconds |
./spec/controllers/accounts_permissions_and_training_requests_controller_spec.rb[1:1:3]        | passed | 0.02785 seconds |
./spec/controllers/accounts_permissions_and_training_requests_controller_spec.rb[1:1:4:1]      | passed | 0.03157 seconds |
./spec/controllers/anonymous_feedback/document_types_controller_spec.rb[1:1:1]                 | passed | 0.05794 seconds |
./spec/controllers/anonymous_feedback/explore_controller_spec.rb[1:1]                          | passed | 0.0209 seconds  |
./spec/controllers/anonymous_feedback/explore_controller_spec.rb[1:2]                          | passed | 0.01745 seconds |
./spec/controllers/anonymous_feedback/explore_controller_spec.rb[1:3]                          | passed | 0.01626 seconds |
./spec/controllers/anonymous_feedback/explore_controller_spec.rb[1:4:1]                        | passed | 0.01974 seconds |
./spec/controllers/anonymous_feedback/explore_controller_spec.rb[1:4:2]                        | passed | 0.02202 seconds |
./spec/controllers/anonymous_feedback/explore_controller_spec.rb[1:4:3]                        | passed | 0.0234 seconds  |
./spec/controllers/anonymous_feedback/explore_controller_spec.rb[1:5:1:1]                      | passed | 0.01078 seconds |
./spec/controllers/anonymous_feedback/explore_controller_spec.rb[1:5:2:1]                      | passed | 0.01875 seconds |
./spec/controllers/anonymous_feedback/explore_controller_spec.rb[1:5:3:1]                      | passed | 0.00677 seconds |
./spec/controllers/anonymous_feedback/explore_controller_spec.rb[1:5:4:1]                      | passed | 0.00745 seconds |
./spec/controllers/anonymous_feedback/export_requests_controller_spec.rb[1:1:1:1:1]            | passed | 0.01918 seconds |
./spec/controllers/anonymous_feedback/export_requests_controller_spec.rb[1:1:1:1:2]            | passed | 0.00865 seconds |
./spec/controllers/anonymous_feedback/export_requests_controller_spec.rb[1:1:1:2]              | passed | 0.01422 seconds |
./spec/controllers/anonymous_feedback/export_requests_controller_spec.rb[1:1:1:3]              | passed | 0.01615 seconds |
./spec/controllers/anonymous_feedback/export_requests_controller_spec.rb[1:1:2:1:1]            | passed | 0.01625 seconds |
./spec/controllers/anonymous_feedback/export_requests_controller_spec.rb[1:1:2:1:2]            | passed | 0.01638 seconds |
./spec/controllers/anonymous_feedback/export_requests_controller_spec.rb[1:1:2:2]              | passed | 0.01616 seconds |
./spec/controllers/anonymous_feedback/export_requests_controller_spec.rb[1:1:2:3]              | passed | 0.01782 seconds |
./spec/controllers/anonymous_feedback/export_requests_controller_spec.rb[1:1:3:1:1]            | passed | 0.01718 seconds |
./spec/controllers/anonymous_feedback/export_requests_controller_spec.rb[1:1:3:1:2]            | passed | 0.01144 seconds |
./spec/controllers/anonymous_feedback/export_requests_controller_spec.rb[1:1:3:2]              | passed | 0.01621 seconds |
./spec/controllers/anonymous_feedback/export_requests_controller_spec.rb[1:1:3:3]              | passed | 0.00969 seconds |
./spec/controllers/anonymous_feedback/export_requests_controller_spec.rb[1:1:4:1:1]            | passed | 0.01987 seconds |
./spec/controllers/anonymous_feedback/export_requests_controller_spec.rb[1:1:4:1:2]            | passed | 0.01898 seconds |
./spec/controllers/anonymous_feedback/export_requests_controller_spec.rb[1:1:4:2]              | passed | 0.02389 seconds |
./spec/controllers/anonymous_feedback/export_requests_controller_spec.rb[1:2:1:1]              | passed | 0.29759 seconds |
./spec/controllers/anonymous_feedback/export_requests_controller_spec.rb[1:2:2:1]              | passed | 0.03249 seconds |
./spec/controllers/anonymous_feedback/global_export_requests_controller_spec.rb[1:1:1]         | passed | 0.0138 seconds  |
./spec/controllers/anonymous_feedback/global_export_requests_controller_spec.rb[1:1:2]         | passed | 0.00818 seconds |
./spec/controllers/anonymous_feedback/global_export_requests_controller_spec.rb[1:1:3]         | passed | 0.01335 seconds |
./spec/controllers/anonymous_feedback_controller_spec.rb[1:1:1:1]                              | passed | 0.0111 seconds  |
./spec/controllers/anonymous_feedback_controller_spec.rb[1:1:2:1]                              | passed | 0.00461 seconds |
./spec/controllers/anonymous_feedback_controller_spec.rb[1:2:1:1]                              | passed | 0.01136 seconds |
./spec/controllers/anonymous_feedback_controller_spec.rb[1:2:2:1]                              | passed | 0.02359 seconds |
./spec/controllers/anonymous_feedback_controller_spec.rb[1:3:1:1:1]                            | passed | 0.03226 seconds |
./spec/controllers/anonymous_feedback_controller_spec.rb[1:3:1:2:1]                            | passed | 0.02583 seconds |
./spec/controllers/anonymous_feedback_controller_spec.rb[1:3:2:1:1]                            | passed | 0.03377 seconds |
./spec/controllers/anonymous_feedback_controller_spec.rb[1:3:2:2:1]                            | passed | 0.01974 seconds |
./spec/controllers/anonymous_feedback_controller_spec.rb[1:3:3:1:1]                            | passed | 0.03261 seconds |
./spec/controllers/anonymous_feedback_controller_spec.rb[1:3:3:2:1]                            | passed | 0.02048 seconds |
./spec/controllers/anonymous_feedback_controller_spec.rb[1:3:4]                                | passed | 0.02813 seconds |
./spec/controllers/anonymous_feedback_controller_spec.rb[1:3:5]                                | passed | 0.03541 seconds |
./spec/controllers/anonymous_feedback_controller_spec.rb[1:4:1]                                | passed | 0.14819 seconds |
./spec/controllers/application_controller_spec.rb[1:1]                                         | passed | 0.52459 seconds |
./spec/controllers/brexit_feedback_controller_spec.rb[1:1:1]                                   | failed | 0.00198 seconds |
./spec/controllers/brexit_feedback_controller_spec.rb[1:1:2]                                   | failed | 0.00808 seconds |
./spec/controllers/foi_requests_controller_spec.rb[1:1:1]                                      | passed | 0.03836 seconds |
./spec/controllers/foi_requests_controller_spec.rb[1:1:2]                                      | passed | 0.0131 seconds  |
./spec/controllers/general_requests_controller_spec.rb[1:1:1]                                  | passed | 0.03252 seconds |
./spec/controllers/requests_controller_spec.rb[1:1:1]                                          | passed | 0.02506 seconds |
./spec/controllers/requests_controller_spec.rb[1:1:2]                                          | passed | 0.02411 seconds |
./spec/controllers/requests_controller_spec.rb[1:1:3]                                          | passed | 0.05207 seconds |
./spec/controllers/requests_controller_spec.rb[1:1:4]                                          | passed | 0.05117 seconds |
./spec/controllers/requests_controller_spec.rb[1:1:5]                                          | passed | 0.04499 seconds |
./spec/controllers/requests_controller_spec.rb[1:2:1]                                          | passed | 0.02094 seconds |
./spec/controllers/requests_controller_spec.rb[1:2:2]                                          | passed | 0.02924 seconds |
./spec/controllers/requests_controller_spec.rb[1:2:3]                                          | passed | 0.02144 seconds |
./spec/controllers/support_controller_spec.rb[1:1]                                             | passed | 0.00838 seconds |
./spec/controllers/support_controller_spec.rb[1:2:1]                                           | passed | 0.00582 seconds |
./spec/controllers/support_controller_spec.rb[1:2:2]                                           | passed | 0.0065 seconds  |
./spec/controllers/support_controller_spec.rb[1:3:1]                                           | passed | 0.00724 seconds |
./spec/controllers/support_controller_spec.rb[1:3:2]                                           | passed | 0.00604 seconds |
./spec/features/accounts_permissions_and_training_requests_spec.rb[1:1:1]                      | passed | 0.26871 seconds |
./spec/features/accounts_permissions_and_training_requests_spec.rb[1:1:2]                      | passed | 0.34361 seconds |
./spec/features/accounts_permissions_and_training_requests_spec.rb[1:2:1]                      | passed | 0.26242 seconds |
./spec/features/accounts_permissions_and_training_requests_spec.rb[1:2:2]                      | passed | 0.41629 seconds |
./spec/features/analytics_requests_spec.rb[1:1]                                                | passed | 0.16781 seconds |
./spec/features/analytics_requests_spec.rb[1:2]                                                | passed | 0.34456 seconds |
./spec/features/campaign_requests_spec.rb[1:1]                                                 | passed | 0.673 seconds   |
./spec/features/changes_to_publishing_apps_requests_spec.rb[1:1]                               | passed | 0.29804 seconds |
./spec/features/content_advice_requests_spec.rb[1:1]                                           | passed | 0.26379 seconds |
./spec/features/content_advice_requests_spec.rb[1:2]                                           | passed | 0.36724 seconds |
./spec/features/content_change_requests_spec.rb[1:1]                                           | passed | 0.33067 seconds |
./spec/features/content_change_requests_spec.rb[1:2]                                           | passed | 0.20219 seconds |
./spec/features/content_data_feedback_spec.rb[1:1]                                             | passed | 0.25882 seconds |
./spec/features/content_publisher_feedback_requests_spec.rb[1:1]                               | passed | 0.43485 seconds |
./spec/features/emergency_contact_details_spec.rb[1:1:1]                                       | passed | 0.10971 seconds |
./spec/features/emergency_contact_details_spec.rb[1:2:1]                                       | passed | 0.23231 seconds |
./spec/features/eu_exit_business_readiness_request_spec.rb[1:1]                                | passed | 0.52999 seconds |
./spec/features/feedex_organisation_summary_spec.rb[1:1]                                       | passed | 0.53468 seconds |
./spec/features/feedex_organisation_summary_spec.rb[1:2]                                       | passed | 0.75331 seconds |
./spec/features/feedex_spec.rb[1:1]                                                            | passed | 0.20234 seconds |
./spec/features/feedex_spec.rb[1:2]                                                            | passed | 0.27522 seconds |
./spec/features/feedex_spec.rb[1:3]                                                            | passed | 0.29551 seconds |
./spec/features/feedex_spec.rb[1:4]                                                            | passed | 0.27856 seconds |
./spec/features/feedex_spec.rb[1:5]                                                            | passed | 0.19008 seconds |
./spec/features/feedex_spec.rb[1:6]                                                            | passed | 0.22152 seconds |
./spec/features/feedex_spec.rb[1:7]                                                            | passed | 0.55752 seconds |
./spec/features/foi_requests_spec.rb[1:1]                                                      | passed | 0.05707 seconds |
./spec/features/general_requests_spec.rb[1:1]                                                  | passed | 0.28547 seconds |
./spec/features/global_export_request_spec.rb[1:1]                                             | passed | 0.08613 seconds |
./spec/features/live_campaign_requests_spec.rb[1:1]                                            | passed | 0.51439 seconds |
./spec/features/named_contacts_spec.rb[1:1]                                                    | passed | 18.45 seconds   |
./spec/features/named_contacts_spec.rb[1:2]                                                    | passed | 0.04157 seconds |
./spec/features/remove_user_requests_spec.rb[1:1]                                              | passed | 0.28137 seconds |
./spec/features/review_anonymous_feedback_spec.rb[1:1:1:1]                                     | passed | 0.23144 seconds |
./spec/features/review_anonymous_feedback_spec.rb[1:1:2:1]                                     | passed | 0.29407 seconds |
./spec/features/review_anonymous_feedback_spec.rb[1:1:2:2]                                     | passed | 0.40289 seconds |
./spec/features/review_anonymous_feedback_spec.rb[1:1:2:3]                                     | passed | 0.26851 seconds |
./spec/features/review_anonymous_feedback_spec.rb[1:1:3:1]                                     | passed | 0.28151 seconds |
./spec/features/review_anonymous_feedback_spec.rb[1:1:4:1]                                     | passed | 0.29725 seconds |
